,full_name,pasport_number,card_number,train_number,from_station,to_station,wagon_seat,price,departure,arrival
8786,Гурий Григорьевич Соловьев,8304 178229,2243770044516926,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8787,Константинов Игорь Адрианович,3529 020502,5240427752793722,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8788,Андреев Самсон Владиславович,0657 627801,4542765689503950,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8789,Медведев Онуфрий Еремеевич,3754 212682,4542765876135003,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8790,Меркушев Эраст Феликсович,2553 441497,4542760514625020,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8791,Кириллова Фёкла Филипповна,7817 286119,4540425715935644,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8792,Иванна Валентиновна Ильина,8186 385930,5252041741991600,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8793,Фокина Милица Павловна,2876 405267,4540425225085599,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8794,Тамара Руслановна Назарова,3725 939243,2242761306469439,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8795,Лукия Максимовна Доронина,6066 359611,5242763285026855,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8796,Пахом Измаилович Журавлев,6902 815499,5242762160537238,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8797,Пелагея Валериевна Антонова,8465 281848,5242769495144281,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8798,Лора Болеславовна Маслова,7189 933239,4542760195275548,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8799,Наумов Ерофей Валентинович,1835 178620,4542769081374391,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8800,Соловьев Андроник Ефимович,9238 863322,2242767576941750,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8801,Савельев Валерьян Эдуардович,2370 906744,5243774809908743,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8802,Лобанова Татьяна Кузьминична,8904 670734,5242760435055498,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8803,Аксенова Дарья Анатольевна,4828 914915,4542761391812686,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8804,Ларионов Ульян Гавриилович,2041 582702,4542760035628988,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8805,Лидия Константиновна Матвеева,6845 997996,2242765012158792,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8806,Горбунов Фока Феоктистович,8602 730428,4542767285903504,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8807,Зиновьева София Вениаминовна,9113 664899,4542761479161203,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8808,Аксенова Нина Федоровна,0978 199359,4552110045442987,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8809,Евдокия Тимуровна Прохорова,8693 020826,5243773210667915,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8810,Анжелика Игоревна Калашникова,3247 937270,4543773224337698,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8811,Зоя Вячеславовна Миронова,3108 505790,5242769081251402,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8812,Самсонова Евгения Ивановна,0657 064899,4542769762590802,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8813,Симон Дмитриевич Зуев,7820 984961,4542765583731423,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8814,Дмитриева Агата Викторовна,6136 870912,2243772020436397,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8815,Владимирова Эмилия Архиповна,8628 567885,4552119184966865,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8816,Прасковья Кузьминична Николаева,8598 957352,4542767878340650,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8817,Елисеев Ульян Терентьевич,0994 072590,4543777541922941,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8818,Сафонов Ювеналий Юлианович,7580 593375,4542766330034397,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8819,Владимирова Евпраксия Олеговна,9023 529082,2243778145950800,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8820,Сафонова Елизавета Вячеславовна,6783 838982,5243774462417488,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8821,Фирс Исидорович Некрасов,2869 995441,4542768110449256,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8822,Князев Ярополк Адрианович,1009 031629,2243773196251886,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8823,Быкова Антонина Никифоровна,7518 306801,4542760269538928,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8824,Родионова Алина Рудольфовна,7501 911766,4542761625129738,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8825,Майя Вениаминовна Дмитриева,2153 381357,4542766276177567,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8826,Терентьев Ким Георгиевич,2020 795386,4542763533644596,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8827,Денис Данилович Калинин,1018 566400,5240428968365142,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8828,Беляева Нина Кузьминична,7941 195512,4543770236116772,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8829,Алла Петровна Смирнова,2184 705009,4543775614217504,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8830,Комиссаров Самсон Богданович,3071 530699,5252117804177255,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8831,Демьян Фадеевич Колесников,1822 954364,2242767953724175,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8832,Юлия Игоревна Щукина,6371 415061,4552043034342546,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8833,Майя Николаевна Белозерова,0478 247801,4543772810806205,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8834,Ларионов Леон Алексеевич,2183 871108,4552047307890566,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8835,Соколов Трофим Еремеевич,8147 562469,2242766196360340,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8836,Козлов Валерий Харламович,3754 612127,5252040857838871,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8837,Сидоров Азарий Артемьевич,4021 957461,5242764777144740,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8838,Ермаков Панкратий Чеславович,9446 854312,2242761871931012,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8839,Блинов Вацлав Владленович,5583 801548,5240420975471663,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8840,Андреева Мария Павловна,1332 282072,4552117305965798,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8841,Мельникова Надежда Леонидовна,7453 086449,2240426723757874,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8842,Рогова Дарья Оскаровна,2228 674258,4542767175607551,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8843,София Макаровна Фомина,0437 109800,2240429420263130,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8844,Наина Тимуровна Белозерова,1530 416815,4542765948909941,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8845,Варвара Афанасьевна Зимина,6094 755881,5242760374147266,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8846,Фокин Влас Харитонович,4411 439017,2242767302245914,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8847,Владимиров Никандр Валентинович,5136 927983,4542766639707468,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8848,Фадеев Виссарион Александрович,3518 358246,4540421827043659,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8849,Самсонова Лукия Геннадьевна,1752 025640,2243771626638101,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8850,Мефодий Андреевич Комиссаров,5073 817955,5242766319627317,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8851,Фомин Афанасий Филиппович,2211 892195,4542768737523273,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8852,Савельев Касьян Зиновьевич,3368 376800,2252110167430937,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
8853,Емельянов Аверьян Ермилович,3279 409084,2242767178113837,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
8854,Эрнест Фролович Самсонов,5043 238617,4542764622767846,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
8855,Нонна Мироновна Бобылева,3517 258422,4543771613139701,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
8856,Викентий Давидович Громов,1404 243134,4543773150165273,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
8857,Акулина Станиславовна Кошелева,4104 269134,5240428280921906,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
8858,Ипполит Ермолаевич Савин,1597 410897,5252048469652102,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
